student_index,risk_score,risk_level,rec_rank,rule_id,risk_category,intervention_title,intervention_detail,responsible_party,urgency,trigger_feature,feature_value,shap_value,priority_score
3836,0.9805,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.9802444,8.9407
3836,0.9805,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,6.0,0.40300128,1.209
3836,0.9805,High,3,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.22026058,0.6608
3836,0.9805,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.27549258,0.551
3837,0.9605,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.8314595,8.4944
3837,0.9605,High,2,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.34677282,1.0403
3837,0.9605,High,3,R16,Engagement,Declining performance intervention,"The student's approval rate is worsening across semesters. Arrange a meeting to discuss barriers. Explore counselling, study skills training, or course load adjustment.",Counsellor,High,Approval_Rate_Trend,-0.2,0.23935126,0.7181
3838,0.8544,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.2,1.1435261,3.4306
3838,0.8544,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,1.057777,3.1733
3838,0.8544,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),1.0,0.4419927,1.326
3838,0.8544,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.2,0.32853773,0.6571
3839,0.9939,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,3.0918787,9.2756
3839,0.9939,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.74852663,2.2456
3839,0.9939,High,3,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.47508943,1.4253
3839,0.9939,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.34589732,1.0377
3839,0.9939,High,5,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.37594974,0.7519
3842,0.9379,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.347616,4.0428
3842,0.9379,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,9.0,0.81414765,2.4424
3842,0.9379,High,3,R07,Academic,Performance decline alert,"The student's grades have dropped between semesters. Conduct a wellbeing and academic check-in. Identify any personal, financial, or health-related factors contributing to the decline.",Counsellor,High,Grade_Drop,11.75,0.4996268,1.4989
3842,0.9379,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.33485845,1.0046
3842,0.9379,High,5,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.5,0.32091907,0.6418
3843,0.9464,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.2,1.209156,3.6275
3843,0.9464,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,0.866201,2.5986
3843,0.9464,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),1.0,0.47698954,1.431
3843,0.9464,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.2,0.35668188,0.7134
3845,0.996,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.3912902,7.1739
3845,0.996,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.9435685,2.8307
3845,0.996,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.46374673,1.3912
3845,0.996,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,27.0,0.37845394,0.7569
3845,0.996,High,5,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.32879105,0.6576
3846,0.998,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.265707,6.7971
3846,0.998,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.88752097,2.6626
3846,0.998,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,9.0,0.54485315,1.6346
3846,0.998,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.5,0.3962467,0.7925
3846,0.998,High,5,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,26.0,0.37483323,0.7497
3847,0.9969,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.3131812,6.9395
3847,0.9969,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.8924831,2.6774
3847,0.9969,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,11.0,0.5230494,1.5691
3847,0.9969,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.3681481,1.1044
3848,0.9857,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.9039524,8.7119
3848,0.9857,High,2,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,28.0,0.6662678,1.3325
3848,0.9857,High,3,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,2.0,0.27044845,0.8113
3850,0.9991,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.252807,6.7584
3850,0.9991,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.92101717,2.7631
3850,0.9991,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.6467517,1.9403
3850,0.9991,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,47.0,0.5498214,1.0996
3851,0.9946,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,3.1490684,9.4472
3851,0.9946,High,2,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,55.0,0.73475623,1.4695
3851,0.9946,High,3,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.23766333,0.713
3852,0.9709,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.3333333333333333,1.1079509,3.3239
3852,0.9709,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.9084312,2.7253
3852,0.9709,High,3,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,39.0,0.6849754,1.37
3852,0.9709,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.37370893,0.7474
3854,0.9996,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.273801,6.8214
3854,0.9996,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.0392342,3.1177
3854,0.9996,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.5713832,1.7141
3854,0.9996,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.3333333333333333,0.4818226,0.9636
3858,0.9795,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.3182127,3.9546
3858,0.9795,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.93100196,2.793
3858,0.9795,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.46784985,1.4035
3858,0.9795,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.31995103,0.6399
3859,0.8568,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.2,1.0314766,3.0944
3859,0.8568,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,0.85872006,2.5762
3859,0.8568,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),1.0,0.45893386,1.3768
3859,0.8568,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,42.0,0.44124714,0.8825
3860,0.9289,High,1,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,7.0,0.90864325,2.7259
3860,0.9289,High,2,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.1666666666666666,0.44978353,0.8996
3860,0.9289,High,3,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,25.0,0.44357488,0.8871
3861,0.9792,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.2664737,3.7994
3861,0.9792,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,11.0,1.0271536,3.0815
3861,0.9792,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.44387037,1.3316
3864,0.982,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.3317661,6.9953
3864,0.982,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.3333333333333333,0.7145208,2.1436
3864,0.982,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,7.0,0.5585058,1.6755
3864,0.982,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,34.0,0.39118844,0.7824
3864,0.982,High,5,R20,Socioeconomic,Career & employment guidance,High regional unemployment may reduce the perceived value of continuing education. Connect the student with career services to explore graduate employment prospects and the long-term benefits of completing their qualification.,Career services,Low,Unemployment rate,13.9,0.2886464,0.2886
3865,0.9889,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.2658575,3.7976
3865,0.9889,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.9469575,2.8409
3865,0.9889,High,3,R07,Academic,Performance decline alert,"The student's grades have dropped between semesters. Conduct a wellbeing and academic check-in. Identify any personal, financial, or health-related factors contributing to the decline.",Counsellor,High,Grade_Drop,12.0,0.77208155,2.3162
3865,0.9889,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.40345353,1.2104
3866,0.9936,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.4509947,4.353
3866,0.9936,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,14.0,1.3510321,4.0531
3866,0.9936,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.47184688,1.4155
3866,0.9936,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.38116238,0.7623
3869,0.9557,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.7513835,8.2542
3869,0.9557,High,2,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,31.0,0.7615868,1.5232
3869,0.9557,High,3,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,2.0,0.2846887,0.8541
3873,0.977,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.2984378,6.8953
3873,0.977,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.89453435,2.6836
3873,0.977,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,0.48557088,1.4567
3873,0.977,High,4,R07,Academic,Performance decline alert,"The student's grades have dropped between semesters. Conduct a wellbeing and academic check-in. Identify any personal, financial, or health-related factors contributing to the decline.",Counsellor,High,Grade_Drop,12.5,0.4130671,1.2392
3873,0.977,High,5,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.32182664,0.9655
3874,0.9954,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.1944208,6.5833
3874,0.9954,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.9264154,2.7792
3874,0.9954,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.6481184,1.9444
3874,0.9954,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.2996334,0.8989
3875,0.9921,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.3744724,4.1234
3875,0.9921,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,14.0,1.0468366,3.1405
3875,0.9921,High,3,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.49934846,0.9987
3876,0.7011,High,1,R20,Socioeconomic,Career & employment guidance,High regional unemployment may reduce the perceived value of continuing education. Connect the student with career services to explore graduate employment prospects and the long-term benefits of completing their qualification.,Career services,Low,Unemployment rate,13.9,0.3592343,0.3592
3882,0.9918,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,3.0711572,9.2135
3882,0.9918,High,2,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,2.0,0.26902935,0.8071
3893,0.9961,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.699819,8.0995
3893,0.9961,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.4,0.71474195,2.1442
3893,0.9961,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,7.0,0.37568393,1.1271
3893,0.9961,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.2,0.43376347,0.8675
3903,0.9829,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.6717958,8.0154
3903,0.9829,High,2,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,39.0,0.46429327,0.9286
3904,0.9937,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,1.755795,5.2674
3904,0.9937,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.1383075,3.4149
3904,0.9937,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,15.0,0.727651,2.183
3904,0.9937,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.40012702,1.2004
3909,0.9792,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.4181341,4.2544
3909,0.9792,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.983055,2.9492
3909,0.9792,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.5018855,1.5057
